time_s,omega_1_rad_s,omega_2_rad_s,omega_3_rad_s,psi_rad,epsilon_rad,theta_rad,moon_x_inertial_m,moon_y_inertial_m,moon_z_inertial_m,moon_x_body_m,moon_y_body_m,moon_z_body_m,normalized_torque_1_s-2,normalized_torque_2_s-2,normalized_torque_3_s-2,omega_dot_1_s-2,omega_dot_2_s-2,omega_dot_3_s-2,rotation_axis_body_x,rotation_axis_body_y,rotation_axis_body_z,figure_axis_body_x,figure_axis_body_y,figure_axis_body_z
3.600000000000000000e+04,7.232989344847379892e-11,7.148404247001942378e-13,7.292115146699999588e-05,-4.669089596709970164e-06,4.101518848042299270e-01,2.625165734649169913e+00,3.782568014955865145e+08,3.635645915554016083e+07,0.000000000000000000e+00,-3.130773305249754786e+08,-2.146887454840747416e+08,1.706832369711284712e+07,-2.241783953160371480e-17,3.269159424666896813e-17,0.000000000000000000e+00,-2.258963282634170071e-17,5.007420199268748461e-17,0.000000000000000000e+00,9.918918173031133310e-07,9.802922887515552016e-09,9.999999999995080602e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.960000000000000000e+04,7.226125857734184342e-11,9.104427153109490044e-13,7.292115146699999588e-05,-4.906847773053382289e-06,4.101521263768954095e-01,2.887682097968936823e+00,3.778910687586809993e+08,3.997924652143713832e+07,0.000000000000000000e+00,-3.569080090047676563e+08,-1.290906397355172336e+08,1.876911934342148155e+07,-1.482286851145073423e-17,4.098206112387694406e-17,0.000000000000000000e+00,-1.504166972683955803e-17,5.834817426461258320e-17,0.000000000000000000e+00,9.909505969609892205e-07,1.248530360525802961e-08,9.999999999995089484e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.320000000000000000e+04,7.222497533114257135e-11,1.132597040431482801e-12,7.292115146699999588e-05,-4.977304126214731017e-06,4.101523841767937828e-01,3.150198307862849934e+00,3.774906392657309771e+08,4.359836312007318437e+07,0.000000000000000000e+00,-3.778079325587554574e+08,-3.524513052159921825e+07,2.046819166888750345e+07,-4.413388974106874080e-18,4.730904210620205206e-17,0.000000000000000000e+00,-4.685579200712791523e-18,6.466643551286421067e-17,0.000000000000000000e+00,9.904530287593179779e-07,1.553180411507183474e-08,9.999999999995093924e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.680000000000000000e+04,7.223022907023122900e-11,1.372614023763056857e-12,7.292115146699999588e-05,-4.875512054700395503e-06,4.101526402598264509e-01,3.412714359794612573e+00,3.770555497828990221e+08,4.721347665567288548e+07,0.000000000000000000e+00,-3.744464234430993795e+08,6.081588355929625034e+07,2.216538467009392381e+07,8.246808326511063875e-18,5.077600952178903082e-17,-0.000000000000000000e+00,7.916936263603153900e-18,6.813466552793010634e-17,-0.000000000000000000e+00,9.905250756069468496e-07,1.882326315682975855e-08,9.999999999995093924e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.040000000000000000e+04,7.228368277121754097e-11,1.618871402987792476e-12,7.292115146699999588e-05,-4.608412227375909188e-06,4.101528767863626967e-01,3.675230260129267457e+00,3.765858402587175369e+08,5.082425520000933856e+07,0.000000000000000000e+00,-3.470528409939218760e+08,1.529215487394803166e+08,2.386054251617732272e+07,2.232248856005952585e-17,5.066050623134243639e-17,-0.000000000000000000e+00,2.193343494408219928e-17,6.803200844356121409e-17,-0.000000000000000000e+00,9.912581098488760045e-07,2.220029950733302044e-08,9.999999999995083932e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.400000000000000000e+04,7.238859484971686169e-11,1.857584143079556801e-12,7.292115146699999588e-05,-4.194354412220559158e-06,4.101530772516931989e-01,3.937746025694678131e+00,3.760815538204212189e+08,5.443036722288072109e+07,0.000000000000000000e+00,-2.974008413982578516e+08,2.351590051106166840e+08,2.555350956313573942e+07,3.676256257890708102e-17,4.649286995316291768e-17,-0.000000000000000000e+00,3.631614056755186640e-17,6.388958505346195611e-17,-0.000000000000000000e+00,9.926968155794984667e-07,2.547387288473192459e-08,9.999999999995069500e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.760000000000000000e+04,7.254417729110959852e-11,2.073827152493283350e-12,7.292115146699999588e-05,-3.661832443884736801e-06,4.101532276244115871e-01,4.200261682621409420e+00,3.755427367699868083e+08,5.803148162255040556e+07,0.000000000000000000e+00,-2.286932631504027843e+08,3.022534511798095703e+08,2.724413036811944097e+07,5.037764080304003717e-17,3.811710675294252950e-17,-0.000000000000000000e+00,4.987925041137558141e-17,5.555121204451600425e-17,-0.000000000000000000e+00,9.948303864058301005e-07,2.843930890793398386e-08,9.999999999995047295e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.120000000000000000e+04,7.274526328799062679e-11,2.252735488630868354e-12,7.292115146699999588e-05,-3.047519593508418683e-06,4.101533173142150046e-01,4.462777264541042399e+00,3.749694385798822641e+08,6.162726775614762306e+07,0.000000000000000000e+00,-1.453551305609031320e+08,3.499068603881686926e+08,2.893224970370316133e+07,6.193387731631413962e-17,2.572800891491236035e-17,-0.000000000000000000e+00,6.139249096155196750e-17,4.321043999324355866e-17,-0.000000000000000000e+00,9.975879676128646126e-07,3.089275804495774246e-08,9.999999999995019540e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.480000000000000000e+04,7.298233033419950520e-11,2.380788786448411611e-12,7.292115146699999588e-05,-2.393739844979067341e-06,4.101533399023782889e-01,4.725292810267187171e+00,3.743617118885239363e+08,6.521739547002603859e+07,0.000000000000000000e+00,-5.274818253848378360e+07,3.750735726703984737e+08,3.061771257213860005e+07,7.025590205619089018e-17,9.880384586099284492e-18,-0.000000000000000000e+00,6.968374142345840617e-17,2.741978856010731494e-17,-0.000000000000000000e+00,1.000838972862223567e-06,3.264880955047217925e-08,9.999999999994986233e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.840000000000000000e+04,7.324189693075346707e-11,2.447075576370657642e-12,7.292115146699999588e-05,-1.745549475605777699e-06,4.101532935845259575e-01,4.987808361119124179e+00,3.737196124954438806e+08,6.880153513007743657e+07,0.000000000000000000e+00,4.317462193238412589e+07,3.761550724000379443e+08,3.230036421958582103e+07,7.433065321651598546e-17,-8.531582015188866195e-18,0.000000000000000000e+00,7.374256227871838839e-17,9.070202035945652273e-18,0.000000000000000000e+00,1.004398524396061396e-06,3.355782961651161731e-08,9.999999999994950706e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.200000000000000000e+04,7.350728083918745598e-11,2.444430252108198693e-12,7.292115146699999588e-05,-1.147630206697530063e-06,4.101531812951666467e-01,5.250323958072643293e+00,3.730431993561660051e+08,7.237935765199765563e+07,0.000000000000000000e+00,1.362523210536241531e+08,3.531014885260068178e+08,3.398005015032226592e+07,7.340356809764242023e-17,-2.832445303097302145e-17,0.000000000000000000e+00,7.281611289469556192e-17,-1.065889086317779304e-17,0.000000000000000000e+00,1.008037851300460062e-06,3.352155311498566272e-08,9.999999999994912958e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.560000000000000000e+04,7.375967653032759791e-11,2.370341159973069494e-12,7.292115146699999588e-05,-6.412081803313846185e-07,4.101530105054015940e-01,5.512839638934568853e+00,3.723325345767934918e+08,7.595053453150202334e+07,0.000000000000000000e+00,2.205121824197213650e+08,3.074133750015929937e+08,3.565661614092802256e+07,6.705891030639321625e-17,-4.810235293852938881e-17,0.000000000000000000e+00,6.648926048881942922e-17,-3.037613403412497496e-17,0.000000000000000000e+00,1.011499065036970945e-06,3.250553662807338624e-08,9.999999999994879651e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
